This is a log file for AL01_192-168-0-1.log.
Generated on 2025-10-12 12:12:08.Sat Feb 18 13:03:48.478 2023 SMODBUS: GOT UNKNOWN MESSAGE: Addr 0xf7, function 0xff, ch: COM410 /422
Mon Feb 20 08:33:56.968 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Mon Feb 20 08:33:59.217 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Mon Feb 20 08:34:01.517 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Mon Feb 20 08:34:03.819 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Mon Feb 20 08:34:06.035 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x4 (SLAVE DEVICE FAILURE), ch:COM401 /422 /Term
Mon Feb 20 08:34:09.059 2023 pget :  ONLINE ch: COM401 /422 /Term
Mon Feb 20 09:36:54.106 2023 pget : OFFLINE ch: COM401 /422 /Term
Mon Feb 20 09:37:09.220 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x4 (SLAVE DEVICE FAILURE), ch:COM401 /422 /Term
Mon Feb 20 09:37:11.440 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x4 (SLAVE DEVICE FAILURE), ch:COM401 /422 /Term
Mon Feb 20 09:37:13.668 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x4 (SLAVE DEVICE FAILURE), ch:COM401 /422 /Term
Mon Feb 20 09:37:16.751 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x4 (SLAVE DEVICE FAILURE), ch:COM401 /422 /Term
Mon Feb 20 09:37:18.976 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x4 (SLAVE DEVICE FAILURE), ch:COM401 /422 /Term
Mon Feb 20 09:37:21.207 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x4 (SLAVE DEVICE FAILURE), ch:COM401 /422 /Term
Mon Feb 20 09:37:24.392 2023 pget :  ONLINE ch: COM401 /422 /Term
Mon Feb 20 09:38:40.343 2023 pget : OFFLINE ch: COM401 /422 /Term
Mon Feb 20 09:40:23.013 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Mon Feb 20 09:40:25.234 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Mon Feb 20 09:40:27.444 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Mon Feb 20 09:40:29.655 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Mon Feb 20 09:40:31.883 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Mon Feb 20 09:40:34.094 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Mon Feb 20 09:40:36.325 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Mon Feb 20 09:40:38.543 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Mon Feb 20 09:40:40.755 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Mon Feb 20 09:40:42.973 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Mon Feb 20 09:40:45.233 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Mon Feb 20 09:40:47.437 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Mon Feb 20 09:40:49.668 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Mon Feb 20 09:40:51.898 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Mon Feb 20 09:40:54.125 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Mon Feb 20 09:40:56.370 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Mon Feb 20 09:40:58.772 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Mon Feb 20 09:41:01.074 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Mon Feb 20 09:41:03.896 2023 pget :  ONLINE ch: COM401 /422 /Term
Mon Feb 20 09:41:09.903 2023 pget : OFFLINE ch: COM401 /422 /Term
Mon Feb 20 09:41:10.160 2023 pget :  ONLINE ch: COM401 /422 /Term
Mon Feb 20 11:46:02.338 2023 ekSender: transmit to BL01m (10210e2c) fails (0x808f)
Mon Feb 20 11:46:02.360 2023 ekSender: transmit to BL01m (10210e2c) fails (0x808f)
Mon Feb 20 11:46:02.382 2023 ekSender: transmit to BL01m (10210e2c) fails (0x808f)
Mon Feb 20 11:46:02.403 2023 ekSender: transmit to BL01m (10210e2c) fails (0x808f)
Mon Feb 20 11:46:02.425 2023 ekSender: transmit to BL01m (10210e2c) fails (0x808f)
Mon Feb 20 11:46:02.446 2023 ekSender: transmit to BL01m (10210e2c) fails (0x808f)
Mon Feb 20 11:46:02.498 2023 ekSender: transmit to BL01m (10210e2c) fails (0x808f)
Mon Feb 20 11:46:02.550 2023 ekSender: transmit to BL01m (10210e2c) fails (0x808f)
Mon Feb 20 11:46:02.601 2023 ekSender: transmit to BL01m (10210e2c) fails (0x808f)
Mon Feb 20 11:46:02.653 2023 ekSender: transmit to BL01m (10210e2c) fails (0x808f)
Mon Feb 20 11:46:02.704 2023 ekSender: transmit to BL01m (10210e2c) fails (0x808f)
Mon Feb 20 11:46:02.755 2023 ekSender: transmit to BL01m (10210e2c) fails (0x808f)
Mon Feb 20 11:46:02.807 2023 ekSender: transmit to BL01m (10210e2c) fails (0x808f)
Mon Feb 20 11:46:02.859 2023 ekSender: transmit to BL01m (10210e2c) fails (0x808f)
Mon Feb 20 11:46:02.911 2023 ekSender: transmit to BL01m (10210e2c) fails (0x808f)
Mon Feb 20 11:46:02.963 2023 ekSender: transmit to BL01m (10210e2c) fails (0x808f)
Mon Feb 20 11:46:03.015 2023 ekSender: transmit to BL01m (10210e2c) fails (0x808f)
Mon Feb 20 11:46:03.067 2023 ekSender: transmit to BL01m (10210e2c) fails (0x808f)
Tue Feb 21 10:05:17.503 2023 MODBUS: CRC error received 0xC1FF / calculated 0x01ED, ch:COM402 /485T /Term
Tue Feb 21 10:05:17.504 2023 len=8, Rlen=0, 03 10 00 00 00 09 C1 FF 00 00
Tue Feb 21 10:05:20.506 2023 psend: OFFLINE ch: COM402 /485T /Term
Tue Feb 21 10:05:33.276 2023 pget :  ONLINE ch: COM402 /485T /Term
Tue Feb 21 10:05:48.118 2023 psend: OFFLINE ch: COM402 /485T /Term
Tue Feb 21 10:06:00.900 2023 pget :  ONLINE ch: COM402 /485T /Term
Tue Feb 21 10:06:11.505 2023 pget : OFFLINE ch: COM402 /485T /Term
Tue Feb 21 10:06:18.024 2023 pget :  ONLINE ch: COM402 /485T /Term
Tue Feb 21 10:06:28.587 2023 pget : OFFLINE ch: COM402 /485T /Term
Tue Feb 21 10:06:47.648 2023 pget :  ONLINE ch: COM402 /485T /Term
Tue Feb 21 10:07:38.155 2023 pget : OFFLINE ch: COM401 /422 /Term
Tue Feb 21 10:07:49.120 2023 pget :  ONLINE ch: COM401 /422 /Term
Tue Feb 21 10:08:07.205 2023 pget : OFFLINE ch: COM401 /422 /Term
Tue Feb 21 10:08:13.890 2023 pget :  ONLINE ch: COM401 /422 /Term
Tue Feb 21 10:08:16.292 2023 pget : OFFLINE ch: COM401 /422 /Term
Tue Feb 21 10:08:16.594 2023 pget :  ONLINE ch: COM401 /422 /Term
Tue Feb 21 10:08:31.161 2023 pget : OFFLINE ch: COM401 /422 /Term
Tue Feb 21 10:08:46.411 2023 pget :  ONLINE ch: COM401 /422 /Term
Tue Feb 21 10:08:52.420 2023 pget : OFFLINE ch: COM401 /422 /Term
Tue Feb 21 10:08:54.814 2023 pget :  ONLINE ch: COM401 /422 /Term
Tue Feb 21 10:09:03.203 2023 pget : OFFLINE ch: COM401 /422 /Term
Tue Feb 21 10:09:05.631 2023 pget :  ONLINE ch: COM401 /422 /Term
Tue Feb 21 10:09:20.202 2023 pget : OFFLINE ch: COM401 /422 /Term
Tue Feb 21 10:09:26.889 2023 pget :  ONLINE ch: COM401 /422 /Term
Tue Feb 21 10:09:33.170 2023 pget : OFFLINE ch: COM401 /422 /Term
Tue Feb 21 10:09:35.588 2023 pget :  ONLINE ch: COM401 /422 /Term
Tue Feb 21 10:10:20.873 2023 pget : OFFLINE ch: COM402 /485T /Term
Tue Feb 21 10:10:33.636 2023 pget :  ONLINE ch: COM402 /485T /Term
Tue Feb 21 10:10:44.236 2023 pget : OFFLINE ch: COM402 /485T /Term
Tue Feb 21 10:10:47.615 2023 pget :  ONLINE ch: COM402 /485T /Term
Tue Feb 21 10:10:59.825 2023 pget : OFFLINE ch: COM402 /485T /Term
Tue Feb 21 10:11:03.194 2023 pget :  ONLINE ch: COM402 /485T /Term
Tue Feb 21 10:32:25.894 2023 SMODBUS: GOT UNKNOWN MESSAGE: Addr 0xff, function 0xff, ch: COM410 /422
Tue Feb 21 10:32:40.868 2023 SMODBUS: MESSAGE TOO SHORT(fcode): Addr 0xff, ch: COM410 /422
Tue Feb 21 13:10:15.114 2023 pget : OFFLINE ch: COM401 /422 /Term
Tue Feb 21 13:24:25.265 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Tue Feb 21 13:24:27.478 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Tue Feb 21 13:24:29.706 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Tue Feb 21 13:24:31.916 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Tue Feb 21 13:24:34.127 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Tue Feb 21 13:24:36.330 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Tue Feb 21 13:24:38.544 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Tue Feb 21 13:24:40.755 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Tue Feb 21 13:24:42.977 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Tue Feb 21 13:24:45.187 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Tue Feb 21 13:24:47.396 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Tue Feb 21 13:24:49.616 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Tue Feb 21 13:24:51.829 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Tue Feb 21 13:24:54.040 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Tue Feb 21 13:24:56.265 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Tue Feb 21 13:24:58.522 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Tue Feb 21 13:25:00.825 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Tue Feb 21 13:25:03.123 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Tue Feb 21 13:25:05.419 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Tue Feb 21 13:25:09.419 2023 pget :  ONLINE ch: COM401 /422 /Term
Tue Feb 21 16:50:34.982 2023 MODBUS:Exception response from slave:0xa fnc:0x82 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM403 /422
Tue Feb 21 16:50:35.182 2023 MODBUS:Exception response from slave:0xa fnc:0x82 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM403 /422
Tue Feb 21 16:50:35.383 2023 MODBUS:Exception response from slave:0xa fnc:0x82 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM403 /422
Tue Feb 21 16:50:35.582 2023 MODBUS:Exception response from slave:0xa fnc:0x82 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM403 /422
Tue Feb 21 16:50:37.786 2023 MODBUS:Exception response from slave:0xa fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM403 /422
Tue Feb 21 16:50:37.982 2023 MODBUS:Exception response from slave:0xa fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM403 /422
Tue Feb 21 16:50:38.085 2023 MODBUS:Exception response from slave:0xa fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM403 /422
Tue Feb 21 16:50:38.280 2023 MODBUS:Exception response from slave:0xa fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM403 /422
Tue Feb 21 16:50:40.484 2023 MODBUS:Exception response from slave:0xa fnc:0x82 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM403 /422
Tue Feb 21 16:50:40.594 2023 MODBUS:Exception response from slave:0xa fnc:0x82 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM403 /422
Tue Feb 21 16:50:40.695 2023 MODBUS:Exception response from slave:0xa fnc:0x82 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM403 /422
Tue Feb 21 16:50:40.787 2023 MODBUS:Exception response from slave:0xa fnc:0x82 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM403 /422
Tue Feb 21 16:50:42.985 2023 MODBUS:Exception response from slave:0xa fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM403 /422
Tue Feb 21 16:50:43.095 2023 MODBUS:Exception response from slave:0xa fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM403 /422
Tue Feb 21 16:50:43.186 2023 MODBUS:Exception response from slave:0xa fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM403 /422
Tue Feb 21 16:50:43.295 2023 MODBUS:Exception response from slave:0xa fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM403 /422
Tue Feb 21 16:50:45.385 2023 MODBUS:Exception response from slave:0xa fnc:0x82 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM403 /422
Tue Feb 21 16:50:45.496 2023 MODBUS:Exception response from slave:0xa fnc:0x82 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM403 /422
Tue Feb 21 16:50:45.584 2023 MODBUS:Exception response from slave:0xa fnc:0x82 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM403 /422
Tue Feb 21 16:50:45.696 2023 MODBUS:Exception response from slave:0xa fnc:0x82 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM403 /422
Tue Feb 21 16:50:47.897 2023 MODBUS:Exception response from slave:0xa fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM403 /422
Tue Feb 21 16:50:47.986 2023 MODBUS:Exception response from slave:0xa fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM403 /422
Tue Feb 21 16:50:48.095 2023 MODBUS:Exception response from slave:0xa fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM403 /422
Tue Feb 21 16:50:48.185 2023 MODBUS:Exception response from slave:0xa fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM403 /422
Tue Feb 21 16:50:50.266 2023 MODBUS:Exception response from slave:0xa fnc:0x82 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM403 /422
Tue Feb 21 16:50:50.360 2023 MODBUS:Exception response from slave:0xa fnc:0x82 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM403 /422
Tue Feb 21 16:50:50.447 2023 MODBUS:Exception response from slave:0xa fnc:0x82 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM403 /422
Tue Feb 21 16:50:50.537 2023 MODBUS:Exception response from slave:0xa fnc:0x82 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM403 /422
Tue Feb 21 16:50:52.745 2023 MODBUS:Exception response from slave:0xa fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM403 /422
Tue Feb 21 16:50:52.857 2023 MODBUS:Exception response from slave:0xa fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM403 /422
Tue Feb 21 16:50:52.944 2023 MODBUS:Exception response from slave:0xa fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM403 /422
Tue Feb 21 16:50:53.056 2023 MODBUS:Exception response from slave:0xa fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM403 /422
Tue Feb 21 16:50:55.186 2023 MODBUS:Exception response from slave:0xa fnc:0x82 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM403 /422
Tue Feb 21 16:50:55.286 2023 MODBUS:Exception response from slave:0xa fnc:0x82 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM403 /422
Tue Feb 21 16:50:55.582 2023 MODBUS:Exception response from slave:0xa fnc:0x82 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM403 /422
Tue Feb 21 16:50:55.685 2023 MODBUS:Exception response from slave:0xa fnc:0x82 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM403 /422
Tue Feb 21 16:50:57.885 2023 MODBUS:Exception response from slave:0xa fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM403 /422
Tue Feb 21 16:50:57.986 2023 MODBUS:Exception response from slave:0xa fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM403 /422
Tue Feb 21 16:50:58.186 2023 MODBUS:Exception response from slave:0xa fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM403 /422
Tue Feb 21 16:50:58.285 2023 MODBUS:Exception response from slave:0xa fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM403 /422
Tue Feb 21 16:51:00.384 2023 MODBUS:Exception response from slave:0xa fnc:0x82 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM403 /422
Tue Feb 21 16:51:00.580 2023 MODBUS:Exception response from slave:0xa fnc:0x82 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM403 /422
Tue Feb 21 16:51:00.685 2023 MODBUS:Exception response from slave:0xa fnc:0x82 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM403 /422
Tue Feb 21 16:51:00.879 2023 MODBUS:Exception response from slave:0xa fnc:0x82 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM403 /422
Tue Feb 21 16:54:12.267 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Tue Feb 21 16:54:12.367 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Tue Feb 21 16:54:14.416 2023 pget : OFFLINE ch: COM401 /422 /Term
Tue Feb 21 16:54:14.666 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Tue Feb 21 16:54:16.969 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Tue Feb 21 16:54:19.196 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Tue Feb 21 16:54:21.408 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Tue Feb 21 16:54:23.618 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Tue Feb 21 16:54:25.847 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Tue Feb 21 16:54:28.071 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Tue Feb 21 16:54:30.360 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Tue Feb 21 16:54:32.660 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Tue Feb 21 16:54:34.872 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Tue Feb 21 16:54:37.216 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x2 (ILLEGAL DATA ADDRESS), ch:COM401 /422 /Term
Tue Feb 21 16:54:39.564 2023 pget :  ONLINE ch: COM401 /422 /Term
Thu Feb 23 11:14:12.708 2023 Lost connection to A1A1
Thu Feb 23 11:14:12.908 2023 Lost connection to A1A1
Thu Feb 23 17:15:51.624 2023 ekSender: transmit to AP02r (381022c) fails (0x808f)
Thu Feb 23 17:15:51.656 2023 ekSender: transmit to AP02r (381022c) fails (0x808f)
Thu Feb 23 17:15:51.688 2023 ekSender: transmit to AP02r (381022c) fails (0x808f)
Thu Feb 23 17:15:51.720 2023 ekSender: transmit to AP02r (381022c) fails (0x808f)
Thu Feb 23 17:15:51.752 2023 ekSender: transmit to AP02r (381022c) fails (0x808f)
Thu Feb 23 17:15:51.784 2023 ekSender: transmit to AP02r (381022c) fails (0x808f)
Thu Feb 23 17:15:51.816 2023 ekSender: transmit to AP02r (381022c) fails (0x808f)
Thu Feb 23 17:15:51.848 2023 ekSender: transmit to AP02r (381022c) fails (0x808f)
Thu Feb 23 17:15:51.880 2023 ekSender: transmit to AP02r (381022c) fails (0x808f)
Thu Feb 23 17:15:51.912 2023 ekSender: transmit to AP02r (381022c) fails (0x808f)
Thu Feb 23 17:15:51.944 2023 ekSender: transmit to AP02r (381022c) fails (0x808f)
Thu Feb 23 17:15:51.976 2023 ekSender: transmit to AP02r (381022c) fails (0x808f)
Thu Feb 23 17:15:52.008 2023 ekSender: transmit to AP02r (381022c) fails (0x808f)
Thu Feb 23 17:15:52.040 2023 ekSender: transmit to AP02r (381022c) fails (0x808f)
Thu Feb 23 17:15:52.072 2023 ekSender: transmit to AP02r (381022c) fails (0x808f)
Thu Feb 23 17:15:52.104 2023 ekSender: transmit to AP02r (381022c) fails (0x808f)
Thu Feb 23 17:15:52.136 2023 ekSender: transmit to AP02r (381022c) fails (0x808f)
Thu Feb 23 17:15:52.168 2023 ekSender: transmit to AP02r (381022c) fails (0x808f)
Thu Feb 23 17:15:52.200 2023 ekSender: transmit to AP02r (381022c) fails (0x808f)
Thu Feb 23 17:15:52.232 2023 ekSender: transmit to AP02r (381022c) fails (0x808f)
Thu Feb 23 17:15:52.264 2023 ekSender: transmit to AP02r (381022c) fails (0x808f)
Thu Feb 23 17:15:52.296 2023 ekSender: transmit to AP02r (381022c) fails (0x808f)
Thu Feb 23 17:15:52.328 2023 ekSender: transmit to AP02r (381022c) fails (0x808f)
Thu Feb 23 17:15:52.360 2023 ekSender: transmit to AP02r (381022c) fails (0x808f)
Thu Feb 23 17:15:52.392 2023 ekSender: transmit to AP02r (381022c) fails (0x808f)
Thu Feb 23 17:15:52.424 2023 ekSender: transmit to AP02r (381022c) fails (0x808f)
Thu Feb 23 17:15:52.456 2023 ekSender: transmit to AP02r (381022c) fails (0x808f)
Thu Feb 23 17:15:52.488 2023 ekSender: transmit to AP02r (381022c) fails (0x808f)
Thu Feb 23 17:15:52.520 2023 ekSender: transmit to AP02r (381022c) fails (0x808f)
Thu Feb 23 17:15:52.552 2023 ekSender: transmit to AP02r (381022c) fails (0x808f)
Thu Feb 23 17:15:52.584 2023 ekSender: transmit to AP02r (381022c) fails (0x808f)
Thu Feb 23 17:15:52.616 2023 ekSender: transmit to AP02r (381022c) fails (0x808f)
Thu Feb 23 17:15:52.648 2023 ekSender: transmit to AP02r (381022c) fails (0x808f)
Thu Feb 23 17:15:52.701 2023 ekSender: transmit to AP02r (381022c) fails (0x808f)
Thu Feb 23 17:15:52.753 2023 ekSender: transmit to AP02r (381022c) fails (0x808f)
Thu Feb 23 17:15:52.805 2023 ekSender: transmit to AP02r (381022c) fails (0x808f)
Thu Feb 23 17:15:52.857 2023 ekSender: transmit to AP02r (381022c) fails (0x808f)
Thu Feb 23 17:15:52.909 2023 ekSender: transmit to AP02r (381022c) fails (0x808f)
Thu Feb 23 17:15:52.961 2023 ekSender: transmit to AP02r (381022c) fails (0x808f)
Thu Feb 23 17:15:53.014 2023 ekSender: transmit to AP02r (381022c) fails (0x808f)
Thu Feb 23 17:15:53.066 2023 ekSender: transmit to AP02r (381022c) fails (0x808f)
Thu Feb 23 17:15:53.118 2023 ekSender: transmit to AP02r (381022c) fails (0x808f)
Sat Feb 25 14:05:46.535 2023 MODBUS:Exception response from slave:0x14 fnc:0x84 code:0x4 (SLAVE DEVICE FAILURE), ch:COM401 /422 /Term
Sat Feb 25 19:45:19.880 2023 pget : OFFLINE ch: COM402 /485T /Term
Sat Feb 25 19:45:20.108 2023 pget :  ONLINE ch: COM402 /485T /Term
Sat Feb 25 20:03:27.083 2023 MODBUS:Exception response from slave:0xa fnc:0x82 code:0x4 (SLAVE DEVICE FAILURE), ch:COM403 /422
Sat Feb 25 21:06:01.191 2023 pget : OFFLINE ch: COM401 /422 /Term
Sat Feb 25 21:06:01.552 2023 pget :  ONLINE ch: COM401 /422 /Term
